project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode ,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at
mIVSCC-MET,656440106,http://lims2/specimens?id=656440106,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_351_A01,656440009,1/3/2018 23:25,1.913967488,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,656449594,http://lims2/specimens?id=656449594,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Calb2-IRES-Cre%3BSst-IRES-FlpO%3BAi65-366183.04.02,EPhys_180102_01_B02_M,BIOCYTIN_180109_01_B02,500366853,P8S4_180103_352_A01,656449579,1/3/2018 23:51,2.400468992,V1 Coronal 107,auto_failed,A8S4_180111_06,passed,,366183,Ai65(RCFL-tdT),Calb1-IRES2-Cre Sst-IRES-FlpO,cre reporter positive,VISp,,,,,,,657483366,qc,,,,http://lims2/focal_plane_image_series?id=657483366,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669118681,http://lims2/specimens?id=669118681,Sst-IRES-Cre;Ai14-376206.05.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376206.05.01,EPhys_180226_04_B01_M,BIOCYTIN_180306_04_B01,500363520,P1S4_180302_003_A01,669118414,3/2/2018 19:00,5.078848,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,376206,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672166250,processing,,,,http://lims2/focal_plane_image_series?id=672166250,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669154876,http://lims2/specimens?id=669154876,Sst-IRES-Cre;Ai14-376206.06.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376206.06.01,EPhys_180226_04_B03_M,BIOCYTIN_180306_04_B03,500363888,PAS4_180302_452_A01,669154853,3/2/2018 19:35,1.849947648,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,376206,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672167359,processing,,,,http://lims2/focal_plane_image_series?id=672167359,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669096206,http://lims2/specimens?id=669096206,Sst-IRES-Cre;Ai14-376206.06.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376206.06.02,EPhys_180226_04_A06_M,BIOCYTIN_180306_04_A06,500363336,PAS4_180302_451_A01,669096088,3/2/2018 18:46,2.866241024,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,376206,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672166209,processing,,,,http://lims2/focal_plane_image_series?id=672166209,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669165310,http://lims2/specimens?id=669165310,Sst-IRES-Cre;Ai14-376837.03.02.01,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376837.03.02,Ephys_180226_04_B04_M,,,PBS4_180302_503_A01,669165295,3/2/2018 21:11,1.433839872,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,376837,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669165397,http://lims2/specimens?id=669165397,Sst-IRES-Cre;Ai14-376837.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376837.04.01,EPhys_180226_04_B05_M,BIOCYTIN_180306_04_B05,500364072,P9S4_180302_405_A01,669165378,3/2/2018 21:07,1.274589184,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,376837,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672167684,processing,,,,http://lims2/focal_plane_image_series?id=672167684,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669165270,http://lims2/specimens?id=669165270,Sst-IRES-Cre;Ai14-376837.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376837.04.02,EPhys_180226_04_B06_M,BIOCYTIN_180306_04_B06,500364256,P8S4_180302_354_A01,669165253,3/2/2018 21:08,6.140392448,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,376837,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672168026,processing,,,,http://lims2/focal_plane_image_series?id=672168026,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669166845,http://lims2/specimens?id=669166845,Sst-IRES-Cre;Ai14-376837.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376837.04.02,EPhys_180226_04_B06_M,BIOCYTIN_180306_04_B06,500364256,P8S4_180302_355_A01,669166830,3/2/2018 21:58,2.304418816,V1 Coronal 107,auto_failed,A8S4_180309_08,passed,,376837,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672168026,processing,,,,http://lims2/focal_plane_image_series?id=672168026,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,669168644,http://lims2/specimens?id=669168644,Sst-IRES-Cre;Ai14-376837.04.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-376837.04.02,EPhys_180226_04_B06_M,BIOCYTIN_180306_04_B06,500364256,P8S4_180302_356_A01,669168629,3/2/2018 22:22,3.51900672,V1 Coronal 107,auto_failed,A8S4_180309_08,failed,,376837,Ai14(RCL-tdT),Sst-IRES-Cre,cre reporter positive,VISp,,,,,,,672168026,processing,,,,http://lims2/focal_plane_image_series?id=672168026,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,651117927,http://lims2/specimens?id=651117927,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-360614.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-360614.03.01,EPhys_171127_03_B04_M,BIOCYTIN_171205_03_B04,539043599,P9S4_171201_408_A01,651117746,12/1/2017 22:30,1.937249792,V1 Coronal 107,auto_failed,A8S4_171205_06,passed,,360614,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,652952593,qc,,,,http://lims2/focal_plane_image_series?id=652952593,,63x go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,651118149,http://lims2/specimens?id=651118149,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-360614.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-360614.04.01,EPhys_171127_03_B06_M,BIOCYTIN_171205_03_B06,539043415,P2S4_171201_055_A01,651118050,12/1/2017 22:15,4.949704192,V1 Coronal 107,manual_passed,A8S4_171205_06,passed,,360614,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,652952631,qc,,,,http://lims2/focal_plane_image_series?id=652952631,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,651145605,http://lims2/specimens?id=651145605,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-360614.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-360614.04.01,EPhys_171127_03_B06_M,BIOCYTIN_171205_03_B06,539043415,P2S4_171201_056_A01,651145519,12/1/2017 22:49,2.270211584,V1 Coronal 107,manual_passed,A8S4_171205_06,passed,,360614,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,dendrite type - NA,apical - NA,,,,652952631,qc,,,,http://lims2/focal_plane_image_series?id=652952631,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,651230318,http://lims2/specimens?id=651230318,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-360614.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-360614.05.02,EPhys_171127_03_C03_M,BIOCYTIN_171205_03_C03,539043784,P2S4_171201_057_A01,651230254,12/2/2017 1:08,1.687280896,V1 Coronal 107,manual_passed,A8S4_171205_06,failed,,360614,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,652952688,processing,,,,http://lims2/focal_plane_image_series?id=652952688,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,659012847,http://lims2/specimens?id=659012847,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370361.02.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370361.02.01,EPhys_180122_04_A04_M,BIOCYTIN_180130_04_A04,500362881,P9S4_180126_401_A01,659012659,1/26/2018 18:19,2.79937664,V1 Coronal 107,auto_failed,A8S4_180201_08,passed,,370361,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,661411504,qc,,,,http://lims2/focal_plane_image_series?id=661411504,,63x go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,658951514,http://lims2/specimens?id=658951514,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370361.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370361.05.01,EPhys_180122_04_A05_M,BIOCYTIN_180130_04_A05,500364905,P2S4_180126_051_A01,658951026,1/26/2018 18:19,1.139764608,V1 Coronal 107,manual_failed,A8S4_180201_08,passed,,370361,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,661411527,qc,,,,http://lims2/focal_plane_image_series?id=661411527,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,658012080,http://lims2/specimens?id=658012080,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.02.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370362.02.01,EPhys_180122_01_C06_M,BIOCYTIN_180130_01_C06,500363793,P2S4_180122_054_A01,658011933,1/23/2018 0:33,3.71630848,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,370362,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,661409511,qc,,,,http://lims2/focal_plane_image_series?id=661409511,,63x go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657984445,http://lims2/specimens?id=657984445,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370362.03.02,EPhys_180122_01_B06_M,BIOCYTIN_180130_01_B06,500367925,P8S4_180122_356_A01,657984430,1/22/2018 22:43,1.188052736,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,370362,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,661409355,qc,,,,http://lims2/focal_plane_image_series?id=661409355,check slide,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657982489,http://lims2/specimens?id=657982489,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370362.04.01,EPhys_180122_01_B03_M,BIOCYTIN_180130_01_B03,500367373,P9S4_180122_404_A01,657982474,1/22/2018 21:22,2.573385472,V1 Coronal 107,auto_failed,A8S4_180125_06,failed,,370362,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,661409244,processing,,,,http://lims2/focal_plane_image_series?id=661409244,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657982828,http://lims2/specimens?id=657982828,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370362.04.02,EPhys_180122_01_B04_M,BIOCYTIN_180130_01_B04,500367557,P8S4_180122_355_A01,657982813,1/22/2018 21:26,1.109633024,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,370362,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,cre reporter positive,VISp,,,,,,,661409282,qc,,,,http://lims2/focal_plane_image_series?id=661409282,,63x go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657984709,http://lims2/specimens?id=657984709,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.05.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Tac1-IRES2-Cre%3BSst-IRES-FlpO%3BAi65-370362.05.01,EPhys_180122_01_C03_M,BIOCYTIN_180130_01_C03,500366120,PBS4_180122_502_A01,657984692,1/22/2018 22:46,1.291662592,V1 Coronal 107,manual_passed,A8S4_180125_06,passed,,370362,Ai65(RCFL-tdT),Sst-IRES-FlpO Tac1-IRES2-Cre,,VISp,,,,,,,661409427,qc,,,,http://lims2/focal_plane_image_series?id=661409427,,63x go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657675655,http://lims2/specimens?id=657675655,Th-Cre_FI172;Ai14-363500.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363500.05.01,EPhys_180115_02_D04_M,BIOCYTIN_180123_02_D04,500367958,P9S4_180118_403_A01,657675625,1/18/2018 19:18,1.421825024,V1 Coronal 107,manual_failed,A8S4_180125_06,failed,,363500,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,,,,,,659956822,processing,,,,http://lims2/focal_plane_image_series?id=659956822,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657677131,http://lims2/specimens?id=657677131,Th-Cre_FI172;Ai14-363500.06.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363500.06.02,EPhys_180115_03_A01_M,BIOCYTIN_180123_03_A01,500367776,PAS4_180118_453_A01,657677113,1/18/2018 19:56,1.043456256,V1 Coronal 107,auto_failed,A8S4_180125_06,failed,,363500,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,,,,,,660044368,processing,,,,http://lims2/focal_plane_image_series?id=660044368,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657861355,http://lims2/specimens?id=657861355,Th-Cre_FI172;Ai14-363501.02.01.01,Cell,,unknown,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363501.02.01,Ephys_180115_03_B06_M,BIOCYTIN_180123_03_B06,400161456,PBS4_180119_504_A01,657861338,1/19/2018 21:55,0.130810032,V1 Coronal 107,manual_passed,A8S4_180125_06,passed,,363501,Ai14(RCL-tdT),Th-Cre_FI172,,VISp,,,,,,,660044611,qc,,,,http://lims2/focal_plane_image_series?id=660044611,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657860814,http://lims2/specimens?id=657860814,Th-Cre_FI172;Ai14-363501.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363501.03.01,EPhys_180115_03_B05_M,BIOCYTIN_180123_03_B05,400161272,P9S4_180119_402_A01,657860799,1/19/2018 21:44,4.335552,V1 Coronal 107,auto_failed,A8S4_180125_06,failed,,363501,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,,,,,,660044580,processing,,,,http://lims2/focal_plane_image_series?id=660044580,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657861510,http://lims2/specimens?id=657861510,Th-Cre_FI172;Ai14-363501.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363501.03.02,EPhys_180115_03_C01_M,BIOCYTIN_180123_03_C01,400161640,P2S4_180119_054_A01,657861492,1/19/2018 21:56,1.992400128,V1 Coronal 107,manual_passed,A8S4_180125_06,passed,,363501,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,,,,,,660044632,qc,,,,http://lims2/focal_plane_image_series?id=660044632,check slide,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657862091,http://lims2/specimens?id=657862091,Th-Cre_FI172;Ai14-363501.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363501.03.02,EPhys_180115_03_C01_M,BIOCYTIN_180123_03_C01,400161640,P2S4_180119_055_A01,657862061,1/19/2018 22:27,3.141794816,V1 Coronal 107,manual_passed,A8S4_180125_06,passed,,363501,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,,,,,,660044632,qc,,,,http://lims2/focal_plane_image_series?id=660044632,check slide,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657859611,http://lims2/specimens?id=657859611,Th-Cre_FI172;Ai14-363501.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363501.04.01,EPhys_180115_03_B03_M,BIOCYTIN_180123_03_B03,400160720,P9S4_180119_401_A01,657859595,1/19/2018 21:12,1.433616384,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,363501,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,,,,,,660044540,qc,,,,http://lims2/focal_plane_image_series?id=660044540,,63x go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,657860437,http://lims2/specimens?id=657860437,Th-Cre_FI172;Ai14-363501.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Th-Cre_FI172%3BAi14-363501.04.02,EPhys_180115_03_B04_M,BIOCYTIN_180123_03_B04,400161088,P8S4_180119_355_A01,657860422,1/19/2018 21:14,1.262847488,V1 Coronal 107,auto_failed,A8S4_180125_06,passed,,363501,Ai14(RCL-tdT),Th-Cre_FI172,cre reporter positive,VISp,,dendrite type - aspiny,apical - NA,,,,660044561,qc,,,,http://lims2/focal_plane_image_series?id=660044561,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,645536677,http://lims2/specimens?id=645536677,Tlx3-Cre_PL56;Ai14-353876.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.03.01,Ephys_171030_02_B06_M,BIOCYTIN_171107_02_B06,539045400,PBS4_171101_501_A01,645536615,11/1/2017 17:51,1.08970688,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,,VISp,,,,,,,648058116,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648058116,,63x go,63x imaging started,672713592,qc,http://lims2/focal_plane_image_series?id=672713592,,,,,,,,,,,,,,
mIVSCC-MET,645551825,http://lims2/specimens?id=645551825,Tlx3-Cre_PL56;Ai14-353876.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.03.01,Ephys_171030_02_B06_M,BIOCYTIN_171107_02_B06,539045400,PBS4_171101_502_A01,645551683,11/1/2017 18:33,3.237963008,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,,VISp,,,,,,,648058116,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648058116,,63x go,63x imaging started,672728359,qc,http://lims2/focal_plane_image_series?id=672728359,,,,,,,,,,,,,,
mIVSCC-MET,645529777,http://lims2/specimens?id=645529777,Tlx3-Cre_PL56;Ai14-353876.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.03.02,Ephys_171030_02_C02_M,BIOCYTIN_171107_02_C02,539045584,P2S4_171101_051_A01,645529602,11/1/2017 17:40,1.632168704,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,,,,,,648058320,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648058320,,63x go,63x imaging started,671259248,qc,http://lims2/focal_plane_image_series?id=671259248,,,,,,,,,,,,,,
mIVSCC-MET,645547775,http://lims2/specimens?id=645547775,Tlx3-Cre_PL56;Ai14-353876.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.03.02,Ephys_171030_02_C02_M,BIOCYTIN_171107_02_C02,539045584,P2S4_171101_052_A01,645547667,11/1/2017 18:18,4.70273536,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,,,,,,648058320,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648058320,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,645518718,http://lims2/specimens?id=645518718,Tlx3-Cre_PL56;Ai14-353876.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.04.02,EPhys_171030_02_B05_M,BIOCYTIN_171107_02_B05,539045032,P8S4_171101_351_A01,645518702,11/1/2017 17:19,1.964159488,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,dendrite type - NA,apical - NA,,,,648057782,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648057782,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,645530172,http://lims2/specimens?id=645530172,Tlx3-Cre_PL56;Ai14-353876.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.04.02,EPhys_171030_02_B05_M,BIOCYTIN_171107_02_B05,539045032,P8S4_171101_352_A01,645530099,11/1/2017 17:55,2.160539136,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,,,,,,648057782,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648057782,,63x go,63x imaging started,672777225,qc,http://lims2/focal_plane_image_series?id=672777225,,,,,,,,,,,,,,
mIVSCC-MET,645648565,http://lims2/specimens?id=645648565,Tlx3-Cre_PL56;Ai14-353876.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.05.02,EPhys_171030_02_D03_M,BIOCYTIN_171107_02_D03,539043194,PAS4_171101_453_A01,645648434,11/1/2017 21:52,3.26421248,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,,,,,,648058934,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648058934,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,645518758,http://lims2/specimens?id=645518758,Tlx3-Cre_PL56;Ai14-353876.06.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353876.06.02,EPhys_171030_02_B04_M,BIOCYTIN_171107_02_B04,539044848,PAS4_171101_451_A01,645518743,11/1/2017 17:18,1.926684288,V1 Coronal 107,auto_failed,A8S4_171107_06,passed,,353876,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,,,,,,648057192,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648057192,,63x no go,,,,,,,,,,,,,,,,,,
mIVSCC-MET,646101197,http://lims2/specimens?id=646101197,Tlx3-Cre_PL56;Ai14-353877.02.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353877.02.01,Ephys_171030_03_B06_M,BIOCYTIN_171107_03_B06,539042828,PBS4_171103_502_A01,646101120,11/3/2017 17:25,1.692987904,V1 Coronal 107,auto_failed,A8S4_171108_09,passed,,353877,Ai14(RCL-tdT),Tlx3-Cre_PL56,,VISp,,,,,,,648060524,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648060524,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,646071302,http://lims2/specimens?id=646071302,Tlx3-Cre_PL56;Ai14-353877.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353877.03.01,EPhys_171030_03_C01_M,BIOCYTIN_171107_03_C01,539043012,P9S4_171103_401_A01,646071127,,,V1 Coronal 107,qc,A8S4_171108_09,failed,,353877,Ai14(RCL-tdT),Tlx3-Cre_PL56,not applicable,VISp,,,,,,,648060544,processing,,,,http://lims2/focal_plane_image_series?id=648060544,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,646078291,http://lims2/specimens?id=646078291,Tlx3-Cre_PL56;Ai14-353877.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353877.03.02,EPhys_171030_03_C03_M,BIOCYTIN_171107_03_C03,539043380,P8S4_171103_351_A01,646078168,,,V1 Coronal 107,qc,A8S4_171108_09,failed,,353877,Ai14(RCL-tdT),Tlx3-Cre_PL56,not applicable,VISp,,,,,,,648060737,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648060737,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,646101314,http://lims2/specimens?id=646101314,Tlx3-Cre_PL56;Ai14-353877.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Tlx3-Cre_PL56%3BAi14-353877.03.02,EPhys_171030_03_C03_M,BIOCYTIN_171107_03_C03,539043380,P8S4_171103_352_A01,646101253,11/3/2017 17:19,1.525958656,V1 Coronal 107,auto_failed,A8S4_171108_09,passed,,353877,Ai14(RCL-tdT),Tlx3-Cre_PL56,cre reporter positive,VISp,,,,,,,648060737,pending_ephys_qc,,,,http://lims2/focal_plane_image_series?id=648060737,,63x go,63x imaging started,671717520,image_qc_passed,http://lims2/focal_plane_image_series?id=671717520,,,,,,,,,,,,,,
